Wavelength	n	k
1547	1.45779	6.40E-05
1548	1.45778	6.40E-05
1549	1.45778	6.30E-05
1550	1.45778	6.30E-05
1551	1.45778	6.30E-05
1552	1.45777	6.30E-05
1553	1.45777	6.30E-05
1554	1.45777	6.30E-05
1555	1.45777	6.30E-05
1556	1.45776	6.30E-05
1557	1.45776	6.30E-05
1558	1.45776	6.30E-05
1559	1.45776	6.30E-05
1560	1.45776	6.30E-05
1561	1.45775	6.30E-05
1562	1.45775	6.30E-05
1563	1.45775	6.30E-05
1564	1.45775	6.30E-05
1565	1.45775	6.30E-05
1566	1.45774	6.30E-05
1567	1.45774	6.30E-05
1568	1.45774	6.30E-05
1569	1.45774	6.30E-05
1570	1.45773	6.30E-05
1571	1.45773	6.30E-05
1572	1.45773	6.30E-05
1573	1.45773	6.30E-05
1574	1.45772	6.30E-05
1575	1.45772	6.30E-05
1576	1.45772	6.30E-05
1577	1.45772	6.30E-05
1578	1.45772	6.30E-05
1579	1.45772	6.30E-05
1580	1.45771	6.30E-05
1581	1.45771	6.30E-05
1582	1.45771	6.30E-05
1583	1.45771	6.30E-05
1584	1.4577	6.30E-05
1585	1.4577	6.30E-05
1586	1.4577	6.30E-05
1587	1.4577	6.20E-05
1588	1.4577	6.20E-05
1589	1.45769	6.20E-05
1590	1.45769	6.20E-05
1591	1.45769	6.20E-05
1592	1.45769	6.20E-05
1593	1.45768	6.20E-05
1594	1.45768	6.20E-05
1595	1.45768	6.20E-05
1596	1.45768	6.20E-05
1597	1.45768	6.20E-05
1598	1.45768	6.20E-05
1599	1.45767	6.20E-05
1600	1.45767	6.20E-05
1601	1.45767	6.20E-05
1602	1.45767	6.20E-05
1603	1.45767	6.20E-05
1604	1.45766	6.20E-05
1605	1.45766	6.20E-05
1606	1.45766	6.20E-05
1607	1.45766	6.20E-05
1608	1.45765	6.20E-05
1609	1.45765	6.20E-05
1610	1.45765	6.20E-05
1611	1.45765	6.20E-05
1612	1.45765	6.20E-05
1613	1.45765	6.20E-05
1614	1.45764	6.20E-05
1615	1.45764	6.20E-05
1616	1.45764	6.20E-05
1617	1.45764	6.20E-05
1618	1.45764	6.20E-05
1619	1.45763	6.20E-05
1620	1.45763	6.20E-05
1621	1.45763	6.20E-05
1622	1.45763	6.20E-05
1623	1.45762	6.20E-05
1624	1.45762	6.20E-05
1625	1.45762	6.20E-05
1626	1.45762	6.20E-05
1627	1.45762	6.20E-05
1628	1.45762	6.10E-05
1629	1.45761	6.10E-05
1630	1.45761	6.10E-05
1631	1.45761	6.10E-05
1632	1.45761	6.10E-05
1633	1.45761	6.10E-05
1634	1.4576	6.10E-05
1635	1.4576	6.10E-05
1636	1.4576	6.10E-05
1637	1.4576	6.10E-05
1638	1.4576	6.10E-05
1639	1.45759	6.10E-05
1640	1.45759	6.10E-05
1641	1.45759	6.10E-05
1642	1.45759	6.10E-05
1643	1.45759	6.10E-05
1644	1.45758	6.10E-05
1645	1.45758	6.10E-05
1646	1.45758	6.10E-05
1647	1.45758	6.10E-05
1648	1.45758	6.10E-05
1649	1.45758	6.10E-05
1650	1.45757	6.10E-05
1651	1.45757	6.10E-05
1652	1.45757	6.10E-05
1653	1.45757	6.10E-05
1654	1.45757	6.10E-05
1655	1.45756	6.10E-05
1656	1.45756	6.10E-05
1657	1.45756	6.10E-05
1658	1.45756	6.10E-05
1659	1.45756	6.10E-05
1660	1.45755	6.10E-05
1661	1.45755	6.10E-05
1662	1.45755	6.10E-05
1663	1.45755	6.10E-05
1664	1.45755	6.10E-05
1665	1.45755	6.10E-05
1666	1.45754	6.10E-05
1667	1.45754	6.10E-05
1668	1.45754	6.10E-05
1669	1.45754	6.10E-05
1670	1.45754	6.10E-05
1671	1.45754	6.10E-05
1672	1.45753	6.00E-05
1673	1.45753	6.00E-05
1674	1.45753	6.00E-05
1675	1.45753	6.00E-05
1676	1.45753	6.00E-05
1677	1.45752	6.00E-05
1678	1.45752	6.00E-05
1679	1.45752	6.00E-05
1680	1.45752	6.00E-05
1681	1.45752	6.00E-05
1682	1.45752	6.00E-05
1683	1.45751	6.00E-05
1684	1.45751	6.00E-05

